Date,Open,High,Low,Close
04/22/15,11113.25,11154.23,11067.27,11144.45
04/21/15,11115.80,11161.95,11085.48,11100.38
04/20/15,11058.51,11144.88,11058.51,11116.57
04/17/15,11113.51,11113.51,11010.93,11058.45
04/16/15,11171.49,11203.07,11134.03,11169.75
04/15/15,11136.89,11196.98,11136.13,11171.06
04/14/15,11078.76,11117.03,11045.32,11108.07
04/13/15,11110.18,11123.62,11056.37,11056.76
04/10/15,11077.74,11114.51,11075.60,11112.68
04/09/15,11028.75,11072.92,10993.27,11065.39
04/08/15,11038.52,11073.67,10995.27,11032.99
04/07/15,11042.00,11082.15,11012.11,11013.24
04/06/15,10936.84,11068.63,10927.02,11033.12
04/02/15,10897.66,10974.98,10895.31,10953.16
04/01/15,10906.13,10909.02,10834.02,10891.61
03/31/15,10914.05,10955.34,10890.80,10899.19
03/30/15,10919.05,11009.01,10919.05,10989.16
03/27/15,10860.65,10877.66,10838.57,10875.15
03/26/15,10877.19,10911.15,10815.96,10865.15
03/25/15,11036.94,11057.05,10897.18,10897.51
03/24/15,11071.95,11080.66,11019.75,11019.75
03/23/15,11089.66,11115.58,11070.54,11070.89
03/20/15,10932.50,11094.27,10932.50,11070.53
03/19/15,10976.83,10976.83,10908.01,10931.36
03/18/15,10846.43,11055.01,10826.04,11019.72
03/17/15,10843.69,10879.07,10808.92,10862.43
03/16/15,10787.47,10883.78,10787.47,10881.18
03/13/15,10784.09,10784.09,10677.59,10751.02
03/12/15,10734.71,10821.23,10734.71,10820.87
03/11/15,10686.65,10705.97,10659.03,10678.76
03/10/15,10802.50,10802.50,10678.39,10678.41
03/09/15,10846.05,10885.08,10845.98,10866.62
03/06/15,10964.23,10964.23,10826.45,10842.17
03/05/15,11014.70,11036.20,10992.17,11014.26
03/04/15,11018.81,11018.81,10941.15,11004.68
03/03/15,11090.77,11090.77,11012.66,11051.22
03/02/15,11053.66,11103.34,11052.29,11102.82
02/27/15,11078.54,11100.24,11062.12,11062.79
02/26/15,11111.84,11111.84,11053.86,11082.10
02/25/15,11119.64,11142.56,11097.79,11117.93
02/24/15,11082.13,11133.78,11070.57,11122.11
02/23/15,11091.47,11091.47,11047.22,11074.58
02/20/15,11025.27,11111.41,10976.29,11108.67
02/19/15,11027.00,11064.62,11010.15,11038.26
02/18/15,11027.85,11064.13,11018.97,11064.09
02/17/15,11042.78,11070.07,11001.03,11054.47
02/13/15,11009.87,11045.93,11000.78,11042.69
02/12/15,10924.19,10997.12,10924.19,10995.31
02/11/15,10883.91,10907.81,10831.52,10889.06
02/10/15,10860.71,10924.65,10811.27,10915.14
02/09/15,10831.04,10862.88,10803.97,10826.59
02/06/15,10903.29,10931.76,10820.83,10847.51
02/05/15,10821.35,10901.22,10820.57,10896.06
02/04/15,10803.49,10843.85,10753.98,10775.04
02/03/15,10721.57,10847.44,10721.57,10847.41
02/02/15,10567.95,10676.44,10495.71,10669.03
01/30/15,10636.03,10670.18,10532.55,10537.22
01/29/15,10617.89,10703.12,10546.75,10691.63
01/28/15,10797.23,10804.18,10596.88,10603.86
01/27/15,10793.04,10830.20,10718.85,10781.83
01/26/15,10787.30,10848.04,10748.73,10847.15
01/23/15,10854.23,10854.23,10784.57,10788.33
01/22/15,10753.58,10869.00,10699.73,10859.34
01/21/15,10646.00,10735.65,10616.99,10720.40
01/20/15,10682.00,10703.18,10589.47,10658.62
01/16/15,10508.62,10664.53,10503.35,10660.32
01/15/15,10606.64,10636.68,10511.06,10514.60
01/14/15,10622.57,10622.57,10442.80,10565.41
01/13/15,10640.74,10773.28,10543.49,10622.96
01/12/15,10712.65,10717.02,10597.40,10640.74
01/09/15,10811.82,10811.82,10680.53,10711.41
01/08/15,10686.00,10809.47,10686.00,10800.55
01/07/15,10514.48,10638.74,10514.48,10627.13
01/06/15,10610.78,10647.21,10457.89,10514.87
01/05/15,10764.37,10764.37,10588.05,10607.68
01/02/15,10859.80,10889.25,10770.50,10830.92
12/31/14,10941.68,10948.60,10834.25,10839.24
12/30/14,10963.54,10963.54,10931.55,10932.99
12/29/14,10974.88,11007.82,10962.60,10988.01
12/26/14,10975.29,11008.54,10975.29,10985.40
12/24/14,10962.23,10979.75,10949.49,10955.11
12/23/14,10935.73,10971.98,10934.90,10951.76
12/22/14,10896.86,10921.31,10879.23,10919.99
12/19/14,10835.33,10919.51,10825.67,10890.24
12/18/14,10709.54,10831.64,10692.38,10831.62
12/17/14,10411.55,10614.57,10411.53,10603.50
12/16/14,10386.11,10583.69,10360.03,10390.02
12/15/14,10535.52,10571.47,10373.80,10411.18
12/12/14,10690.14,10690.15,10500.50,10500.51
12/11/14,10671.07,10786.42,10671.07,10690.14
12/10/14,10816.77,10816.77,10649.13,10662.24
12/09/14,10863.56,10863.56,10742.73,10847.36
12/08/14,10941.62,10946.40,10835.12,10863.54
12/05/14,10957.40,10992.65,10949.17,10970.29
12/04/14,10966.93,10980.13,10908.58,10952.30
12/03/14,10942.69,10996.67,10933.00,10987.41
12/02/14,10888.44,10950.46,10888.04,10940.12
12/01/14,10933.11,10933.11,10864.08,10888.37
11/28/14,10993.08,11000.50,10945.73,10955.41
11/26/14,11036.81,11049.31,11022.89,11047.91
11/25/14,11053.26,11068.27,11013.01,11029.37
11/24/14,11038.85,11061.44,11023.55,11041.42
11/21/14,10937.97,11063.79,10937.97,11025.74
11/20/14,10888.09,10941.77,10879.31,10937.97
11/19/14,10938.56,10948.00,10885.47,10927.48
11/18/14,10896.63,10963.79,10896.63,10941.70
11/17/14,10859.81,10895.36,10847.01,10883.25
11/14/14,10861.47,10883.56,10850.76,10880.63
